id,text
1311,"What circumstances is a general all-round ""yes you can"" or ""no you can't"" going to be useful? Are you just going to spend days throwing random commands at your tablet in random ways, or is there something specific that you're trying to do? What are you likely to be doing that has a chance of bricking your device? A question like ""Is there a chance rooting my device using the FancyNamed Rooting Method could brick my device?"" is answerable, (and will probably already be answered on the support thread for which ever rooting method you use). Your question as it is at the moment is very broad, has a lot of unknowns, and isn't really answerable with any answer that will stay the test of time."
1973,"After discussing with two to three people and posting this type of question, I found that  No one has any objection on these type of question.  Since it is not possible for all to know about the file standard of android these type of questions will be helpful for people like me. I wanted to know where the saved wifi-passwords are stored and I got an answer from this SE site and therefore I wanted to know about the other files stores in same directory as that of the file which contained the saved wifi passwords.  So this type of questions can be helpful this way. Best Regards, Jasser"
823,"I think as long as it's clear you're good to do whatever you want.  Like GAThrawn I would leave the keyboard buttons for actual buttons, though I tend to use bold or nothing for them myself.  I also tend to use inline code for menu items. I suppose in an ideal world we would have a standard, or perhaps site-specific ways to indicate various Android UI elements, but I don't think it's particularly important."
61,"Yes, I find QR links very useful, especially when there are no many barcode scanners around. However, There should be a standard for these ""Here is an App that will help"" posts, just so we aren't A) leaching images, B) not shutting out users who want to see the app without having to go to the market place. Below, I've listed the way I've been linking apps to answers, including how not to leach images (IMPORTANT) because we don't want to get in trouble, now do we? For QR images, I've been using the following method: 1) Find the app on (marketplace e.g. AppBrain) you want to share
 2) Find the QR Code button, and locate the QR code.
 3) Copy the URL of the QR code
 The URL is
 Which is basically  If you use the Image upload tool on the post answer, you can use the image URL to reupload the image to imgur.com
 That way, you get the right QR code, generated from a reliable source, and you don't steal bandwidth. 4) MAKE SURE YOU HREF LINK TO APPBRAIN AT THE SAME TIME
So annoying when you get a QR link, and no web reference to what it is (I'm not sure what other services use, I use AppBrain for a lot of my stuff, but if you know the marketplace URL, just go from step 3 and hardcode the charts.api link yourself) (Freehand circles)"
173,"While that's pretty cool, AppBrain is not the only market out there, and it is a for-profit venture. I think it's fine for users to link to wherever they want, I don't think the site itself should be seen as giving any site preferential treatment. If we add markup for AppBrain to the editor, we'd have to add markup for all other sites, as well. Not unless there's some form of kickback for the moderators, that is! I'd like a Nexus One and a 32GB SD card, please. At any rate, I don't think that we can customize an individual SE site at that level."
2055,"It sounds like you want to post your results as a ""question"".  That's ... not right.  To put it simply,  questions should be about Android software-specific concerns, or concerns uniquely related to devices that are running Android.  We do occasionally have general hardware questions, but those are the exception rather than the rule -- coming, as you say, from being broadly useful.  They must also be based in expertise that you could expect some Android power users to acquire -- not electrical engineers and so on -- as this site is by and for Android Enthusiasts."
1248,"The mobile site of Android Enthusiasts is pretty good. But if you really want a dedicated app, have a look at "
270,"I think we should.  We may not want to expand to Android dev questions and the like, but it would certainly be within the scope of the site to help Android Enthusiasts find resources when they want to get enthusiastic about modding/dev/etc."
1448,"Just to close the loop: We're marking this status-declined 'cause it doesn't seem like this is a necessary change. It's also a pretty small tag, so. "
2179,"It sounds like you want web applications Topics: Web Applications Stack Exchange is for expert and advanced users of web applications. If your question generally covers … Using Gmail, Facebook, Twitter, Google, or any other website which behaves like an application"
